An,Ag,As,q
3.476867686769e-02,9.148905534380e-03,8.483393192103e-02,9.272577097034e+00
3.486858685869e-02,9.175195492812e-03,8.496174851169e-02,9.259938774956e+00
3.496849684968e-02,9.201485451244e-03,8.508942848992e-02,9.247357825079e+00
3.506840684068e-02,9.227775409677e-03,8.521697254612e-02,9.234833831864e+00
3.516831683168e-02,9.254065368109e-03,8.534438136545e-02,9.222366383920e+00
3.526822682268e-02,9.280355326541e-03,8.547165562785e-02,9.209955073963e+00
3.536813681368e-02,9.306645284973e-03,8.559879600815e-02,9.197599498754e+00
3.546804680468e-02,9.332935243405e-03,8.572580317605e-02,9.185299259054e+00
3.556795679568e-02,9.359225201837e-03,8.585267779624e-02,9.173053959572e+00
3.566786678668e-02,9.385515160269e-03,8.597942052840e-02,9.160863208913e+00
3.576777677768e-02,9.411805118702e-03,8.610603202730e-02,9.148726619531e+00
3.586768676868e-02,9.438095077134e-03,8.623251294280e-02,9.136643807681e+00
3.596759675968e-02,9.464385035566e-03,8.635886391993e-02,9.124614393371e+00
3.606750675068e-02,9.490674993998e-03,8.648508559893e-02,9.112638000314e+00
3.616741674167e-02,9.516964952430e-03,8.661117861531e-02,9.100714255882e+00
3.626732673267e-02,9.543254910862e-03,8.673714359986e-02,9.088842791063e+00
3.636723672367e-02,9.569544869294e-03,8.686298117877e-02,9.077023240414e+00
3.646714671467e-02,9.595834827726e-03,8.698869197358e-02,9.065255242018e+00
3.656705670567e-02,9.622124786159e-03,8.711427660133e-02,9.053538437440e+00
3.666696669667e-02,9.648414744591e-03,8.723973567450e-02,9.041872471683e+00
3.676687668767e-02,9.674704703023e-03,8.736506980114e-02,9.030256993151e+00
3.686678667867e-02,9.700994661455e-03,8.749027958488e-02,9.018691653600e+00
3.696669666967e-02,9.727284619887e-03,8.761536562496e-02,9.007176108103e+00
3.706660666067e-02,9.753574578319e-03,8.774032851631e-02,8.995710015007e+00
3.716651665167e-02,9.779864536751e-03,8.786516884954e-02,8.984293035896e+00
3.726642664266e-02,9.806154495183e-03,8.798988721104e-02,8.972924835547e+00
3.736633663366e-02,9.832444453616e-03,8.811448418299e-02,8.961605081896e+00
3.746624662466e-02,9.858734412048e-03,8.823896034338e-02,8.950333446000e+00
3.756615661566e-02,9.885024370480e-03,8.836331626611e-02,8.939109601995e+00
3.766606660666e-02,9.911314328912e-03,8.848755252098e-02,8.927933227065e+00
3.776597659766e-02,9.937604287344e-03,8.861166967374e-02,8.916804001402e+00
3.786588658866e-02,9.963894245776e-03,8.873566828615e-02,8.905721608172e+00
3.796579657966e-02,9.990184204208e-03,8.885954891598e-02,8.894685733477e+00
3.806570657066e-02,1.001647416264e-02,8.898331211709e-02,8.883696066324e+00
3.816561656166e-02,1.004276412107e-02,8.910695843944e-02,8.872752298589e+00
3.826552655266e-02,1.006905407950e-02,8.923048842914e-02,8.861854124983e+00
3.836543654365e-02,1.009534403794e-02,8.935390262847e-02,8.851001243018e+00
3.846534653465e-02,1.012163399637e-02,8.947720157595e-02,8.840193352975e+00
3.856525652565e-02,1.014792395480e-02,8.960038580633e-02,8.829430157874e+00
3.866516651665e-02,1.017421391323e-02,8.972345585067e-02,8.818711363438e+00
3.876507650765e-02,1.020050387167e-02,8.984641223635e-02,8.808036678063e+00
3.886498649865e-02,1.022679383010e-02,8.996925548710e-02,8.797405812789e+00
3.896489648965e-02,1.025308378853e-02,9.009198612304e-02,8.786818481268e+00
3.906480648065e-02,1.027937374696e-02,9.021460466074e-02,8.776274399732e+00
3.916471647165e-02,1.030566370539e-02,9.033711161321e-02,8.765773286967e+00
3.926462646265e-02,1.033195366383e-02,9.045950748996e-02,8.755314864281e+00
3.936453645365e-02,1.035824362226e-02,9.058179279703e-02,8.744898855476e+00
3.946444644464e-02,1.038453358069e-02,9.070396803700e-02,8.734524986819e+00
3.956435643564e-02,1.041082353912e-02,9.082603370907e-02,8.724192987016e+00
3.966426642664e-02,1.043711349755e-02,9.094799030904e-02,8.713902587180e+00
3.976417641764e-02,1.046340345599e-02,9.106983832936e-02,8.703653520810e+00
3.986408640864e-02,1.048969341442e-02,9.119157825917e-02,8.693445523758e+00
3.996399639964e-02,1.051598337285e-02,9.131321058434e-02,8.683278334205e+00
4.006390639064e-02,1.054227333128e-02,9.143473578745e-02,8.673151692636e+00
4.016381638164e-02,1.056856328972e-02,9.155615434788e-02,8.663065341812e+00
4.026372637264e-02,1.059485324815e-02,9.167746674179e-02,8.653019026745e+00
4.036363636364e-02,1.062114320658e-02,9.179867344220e-02,8.643012494675e+00
4.046354635464e-02,1.064743316501e-02,9.191977491897e-02,8.633045495042e+00
4.056345634563e-02,1.067372312344e-02,9.204077163884e-02,8.623117779464e+00
4.066336633663e-02,1.070001308188e-02,9.216166406549e-02,8.613229101710e+00
4.076327632763e-02,1.072630304031e-02,9.228245265953e-02,8.603379217681e+00
4.086318631863e-02,1.075259299874e-02,9.240313787854e-02,8.593567885381e+00
4.096309630963e-02,1.077888295717e-02,9.252372017711e-02,8.583794864898e+00
4.106300630063e-02,1.080517291560e-02,9.264420000684e-02,8.574059918379e+00
4.116291629163e-02,1.083146287404e-02,9.276457781638e-02,8.564362810008e+00
4.126282628263e-02,1.085775283247e-02,9.288485405149e-02,8.554703305985e+00
4.136273627363e-02,1.088404279090e-02,9.300502915499e-02,8.545081174501e+00
4.146264626463e-02,1.091033274933e-02,9.312510356685e-02,8.535496185718e+00
4.156255625563e-02,1.093662270776e-02,9.324507772420e-02,8.525948111751e+00
4.166246624662e-02,1.096291266620e-02,9.336495206134e-02,8.516436726639e+00
4.176237623762e-02,1.098920262463e-02,9.348472700977e-02,8.506961806333e+00
4.186228622862e-02,1.101549258306e-02,9.360440299824e-02,8.497523128668e+00
4.196219621962e-02,1.104178254149e-02,9.372398045272e-02,8.488120473349e+00
4.206210621062e-02,1.106807249993e-02,9.384345979649e-02,8.478753621926e+00
4.216201620162e-02,1.109436245836e-02,9.396284145010e-02,8.469422357777e+00
4.226192619262e-02,1.112065241679e-02,9.408212583144e-02,8.460126466087e+00
4.236183618362e-02,1.114694237522e-02,9.420131335575e-02,8.450865733831e+00
4.246174617462e-02,1.117323233365e-02,9.432040443564e-02,8.441639949752e+00
4.256165616562e-02,1.119952229209e-02,9.443939948109e-02,8.432448904345e+00
4.266156615662e-02,1.122581225052e-02,9.455829889952e-02,8.423292389836e+00
4.276147614761e-02,1.125210220895e-02,9.467710309578e-02,8.414170200167e+00
4.286138613861e-02,1.127839216738e-02,9.479581247217e-02,8.405082130973e+00
4.296129612961e-02,1.130468212581e-02,9.491442742848e-02,8.396027979569e+00
4.306120612061e-02,1.133097208425e-02,9.503294836199e-02,8.387007544932e+00
4.316111611161e-02,1.135726204268e-02,9.515137566752e-02,8.378020627679e+00
4.326102610261e-02,1.138355200111e-02,9.526970973743e-02,8.369067030056e+00
4.336093609361e-02,1.140984195954e-02,9.538795096162e-02,8.360146555916e+00
4.346084608461e-02,1.143613191798e-02,9.550609972762e-02,8.351259010706e+00
4.356075607561e-02,1.146242187641e-02,9.562415642051e-02,8.342404201448e+00
4.366066606661e-02,1.148871183484e-02,9.574212142305e-02,8.333581936724e+00
4.376057605761e-02,1.151500179327e-02,9.585999511561e-02,8.324792026660e+00
4.386048604860e-02,1.154129175170e-02,9.597777787623e-02,8.316034282910e+00
4.396039603960e-02,1.156758171014e-02,9.609547008065e-02,8.307308518638e+00
4.406030603060e-02,1.159387166857e-02,9.621307210231e-02,8.298614548508e+00
4.416021602160e-02,1.162016162700e-02,9.633058431235e-02,8.289952188661e+00
4.426012601260e-02,1.164645158543e-02,9.644800707968e-02,8.281321256709e+00
4.436003600360e-02,1.167274154386e-02,9.656534077095e-02,8.272721571712e+00
4.445994599460e-02,1.169903150230e-02,9.668258575060e-02,8.264152954167e+00
4.455985598560e-02,1.172532146073e-02,9.679974238087e-02,8.255615225994e+00
4.465976597660e-02,1.175161141916e-02,9.691681102181e-02,8.247108210520e+00
4.475967596760e-02,1.177790137759e-02,9.703379203129e-02,8.238631732466e+00
4.485958595860e-02,1.180419133603e-02,9.715068576505e-02,8.230185617930e+00
4.495949594959e-02,1.183048129446e-02,9.726749257670e-02,8.221769694380e+00
4.505940594059e-02,1.185677125289e-02,9.738421281772e-02,8.213383790632e+00
4.515931593159e-02,1.188306121132e-02,9.750084683749e-02,8.205027736843e+00
4.525922592259e-02,1.190935116975e-02,9.761739498333e-02,8.196701364492e+00
4.535913591359e-02,1.193564112819e-02,9.773385760049e-02,8.188404506373e+00
4.545904590459e-02,1.196193108662e-02,9.785023503216e-02,8.180136996578e+00
4.555895589559e-02,1.198822104505e-02,9.796652761951e-02,8.171898670484e+00
4.565886588659e-02,1.201451100348e-02,9.808273570169e-02,8.163689364741e+00
4.575877587759e-02,1.204080096191e-02,9.819885961587e-02,8.155508917262e+00
4.585868586859e-02,1.206709092035e-02,9.831489969721e-02,8.147357167206e+00
4.595859585959e-02,1.209338087878e-02,9.843085627893e-02,8.139233954969e+00
4.605850585059e-02,1.211967083721e-02,9.854672969227e-02,8.131139122171e+00
4.615841584158e-02,1.214596079564e-02,9.866252026657e-02,8.123072511643e+00
4.625832583258e-02,1.217225075407e-02,9.877822832923e-02,8.115033967417e+00
4.635823582358e-02,1.219854071251e-02,9.889385420574e-02,8.107023334713e+00
4.645814581458e-02,1.222483067094e-02,9.900939821972e-02,8.099040459929e+00
4.655805580558e-02,1.225112062937e-02,9.912486069289e-02,8.091085190627e+00
4.665796579658e-02,1.227741058780e-02,9.924024194514e-02,8.083157375524e+00
4.675787578758e-02,1.230370054624e-02,9.935554229449e-02,8.075256864480e+00
4.685778577858e-02,1.232999050467e-02,9.947076205714e-02,8.067383508485e+00
4.695769576958e-02,1.235628046310e-02,9.958590154747e-02,8.059537159655e+00
4.705760576058e-02,1.238257042153e-02,9.970096107806e-02,8.051717671211e+00
4.715751575158e-02,1.240886037996e-02,9.981594095970e-02,8.043924897477e+00
4.725742574257e-02,1.243515033840e-02,9.993084150142e-02,8.036158693865e+00
4.735733573357e-02,1.246144029683e-02,1.000456630105e-01,8.028418916866e+00
4.745724572457e-02,1.248773025526e-02,1.001604057923e-01,8.020705424041e+00
4.755715571557e-02,1.251402021369e-02,1.002750701508e-01,8.013018074006e+00
4.765706570657e-02,1.254031017212e-02,1.003896563879e-01,8.005356726430e+00
4.775697569757e-02,1.256660013056e-02,1.005041648041e-01,7.997721242017e+00
4.785688568857e-02,1.259289008899e-02,1.006185956979e-01,7.990111482501e+00
4.795679567957e-02,1.261918004742e-02,1.007329493664e-01,7.982527310635e+00
4.805670567057e-02,1.264547000585e-02,1.008472261048e-01,7.974968590181e+00
4.815661566157e-02,1.267175996429e-02,1.009614262067e-01,7.967435185901e+00
4.825652565257e-02,1.269804992272e-02,1.010755499643e-01,7.959926963549e+00
4.835643564356e-02,1.272433988115e-02,1.011895976679e-01,7.952443789857e+00
4.845634563456e-02,1.275062983958e-02,1.013035696062e-01,7.944985532534e+00
4.855625562556e-02,1.277691979801e-02,1.014174660663e-01,7.937552060247e+00
4.865616561656e-02,1.280320975645e-02,1.015312873339e-01,7.930143242622e+00
4.875607560756e-02,1.282949971488e-02,1.016450336930e-01,7.922758950226e+00
4.885598559856e-02,1.285578967331e-02,1.017587054258e-01,7.915399054566e+00
4.895589558956e-02,1.288207963174e-02,1.018723028133e-01,7.908063428076e+00
4.905580558056e-02,1.290836959017e-02,1.019858261348e-01,7.900751944109e+00
4.915571557156e-02,1.293465954861e-02,1.020992756681e-01,7.893464476928e+00
4.925562556256e-02,1.296094950704e-02,1.022126516893e-01,7.886200901701e+00
4.935553555356e-02,1.298723946547e-02,1.023259544732e-01,7.878961094488e+00
4.945544554455e-02,1.301352942390e-02,1.024391842931e-01,7.871744932238e+00
4.955535553555e-02,1.303981938234e-02,1.025523414207e-01,7.864552292775e+00
4.965526552655e-02,1.306610934077e-02,1.026654261262e-01,7.857383054795e+00
4.975517551755e-02,1.309239929920e-02,1.027784386785e-01,7.850237097856e+00
4.985508550855e-02,1.311868925763e-02,1.028913793449e-01,7.843114302370e+00
4.995499549955e-02,1.314497921606e-02,1.030042483912e-01,7.836014549597e+00
5.005490549055e-02,1.317126917450e-02,1.031170460820e-01,7.828937721633e+00
5.015481548155e-02,1.319755913293e-02,1.032297726802e-01,7.821883701409e+00
5.025472547255e-02,1.322384909136e-02,1.033424284475e-01,7.814852372677e+00
5.035463546355e-02,1.325013904979e-02,1.034550136441e-01,7.807843620008e+00
5.045454545455e-02,1.327642900822e-02,1.035675285288e-01,7.800857328781e+00
5.055445544554e-02,1.330271896666e-02,1.036799733591e-01,7.793893385177e+00
5.065436543654e-02,1.332900892509e-02,1.037923483909e-01,7.786951676173e+00
5.075427542754e-02,1.335529888352e-02,1.039046538791e-01,7.780032089532e+00
5.085418541854e-02,1.338158884195e-02,1.040168900769e-01,7.773134513800e+00
5.095409540954e-02,1.340787880038e-02,1.041290572363e-01,7.766258838295e+00
5.105400540054e-02,1.343416875882e-02,1.042411556080e-01,7.759404953102e+00
5.115391539154e-02,1.346045871725e-02,1.043531854413e-01,7.752572749069e+00
5.125382538254e-02,1.348674867568e-02,1.044651469843e-01,7.745762117794e+00
5.135373537354e-02,1.351303863411e-02,1.045770404837e-01,7.738972951624e+00
5.145364536454e-02,1.353932859255e-02,1.046888661848e-01,7.732205143646e+00
5.155355535554e-02,1.356561855098e-02,1.048006243318e-01,7.725458587680e+00
5.165346534653e-02,1.359190850941e-02,1.049123151677e-01,7.718733178275e+00
5.175337533753e-02,1.361819846784e-02,1.050239389338e-01,7.712028810700e+00
5.185328532853e-02,1.364448842627e-02,1.051354958707e-01,7.705345380938e+00
5.195319531953e-02,1.367077838471e-02,1.052469862172e-01,7.698682785683e+00
5.205310531053e-02,1.369706834314e-02,1.053584102114e-01,7.692040922330e+00
5.215301530153e-02,1.372335830157e-02,1.054697680897e-01,7.685419688969e+00
5.225292529253e-02,1.374964826000e-02,1.055810600875e-01,7.678818984382e+00
5.235283528353e-02,1.377593821843e-02,1.056922864390e-01,7.672238708036e+00
5.245274527453e-02,1.380222817687e-02,1.058034473771e-01,7.665678760074e+00
5.255265526553e-02,1.382851813530e-02,1.059145431336e-01,7.659139041314e+00
5.265256525653e-02,1.385480809373e-02,1.060255739390e-01,7.652619453240e+00
5.275247524752e-02,1.388109805216e-02,1.061365400227e-01,7.646119897997e+00
5.285238523852e-02,1.390738801060e-02,1.062474416129e-01,7.639640278384e+00
5.295229522952e-02,1.393367796903e-02,1.063582789365e-01,7.633180497853e+00
5.305220522052e-02,1.395996792746e-02,1.064690522196e-01,7.626740460498e+00
5.315211521152e-02,1.398625788589e-02,1.065797616868e-01,7.620320071052e+00
5.325202520252e-02,1.401254784432e-02,1.066904075616e-01,7.613919234882e+00
5.335193519352e-02,1.403883780276e-02,1.068009900665e-01,7.607537857983e+00
5.345184518452e-02,1.406512776119e-02,1.069115094229e-01,7.601175846972e+00
5.355175517552e-02,1.409141771962e-02,1.070219658509e-01,7.594833109085e+00
5.365166516652e-02,1.411770767805e-02,1.071323595696e-01,7.588509552169e+00
5.375157515752e-02,1.414399763648e-02,1.072426907970e-01,7.582205084679e+00
5.385148514851e-02,1.417028759492e-02,1.073529597500e-01,7.575919615670e+00
5.395139513951e-02,1.419657755335e-02,1.074631666444e-01,7.569653054796e+00
5.405130513051e-02,1.422286751178e-02,1.075733116948e-01,7.563405312303e+00
5.415121512151e-02,1.424915747021e-02,1.076833951149e-01,7.557176299023e+00
5.425112511251e-02,1.427544742865e-02,1.077934171174e-01,7.550965926370e+00
5.435103510351e-02,1.430173738708e-02,1.079033779136e-01,7.544774106336e+00
5.445094509451e-02,1.432802734551e-02,1.080132777142e-01,7.538600751485e+00
5.455085508551e-02,1.435431730394e-02,1.081231167284e-01,7.532445774950e+00
5.465076507651e-02,1.438060726237e-02,1.082328951646e-01,7.526309090424e+00
5.475067506751e-02,1.440689722081e-02,1.083426132303e-01,7.520190612163e+00
5.485058505851e-02,1.443318717924e-02,1.084522711317e-01,7.514090254972e+00
5.495049504950e-02,1.445947713767e-02,1.085618690741e-01,7.508007934209e+00
5.505040504050e-02,1.448576709610e-02,1.086714072619e-01,7.501943565774e+00
5.515031503150e-02,1.451205705453e-02,1.087808858983e-01,7.495897066108e+00
5.525022502250e-02,1.453834701297e-02,1.088903051856e-01,7.489868352189e+00
5.535013501350e-02,1.456463697140e-02,1.089996653250e-01,7.483857341525e+00
5.545004500450e-02,1.459092692983e-02,1.091089665171e-01,7.477863952152e+00
5.554995499550e-02,1.461721688826e-02,1.092182089609e-01,7.471888102628e+00
5.564986498650e-02,1.464350684669e-02,1.093273928551e-01,7.465929712030e+00
5.574977497750e-02,1.466979680513e-02,1.094365183968e-01,7.459988699950e+00
5.584968496850e-02,1.469608676356e-02,1.095455857826e-01,7.454064986488e+00
5.594959495950e-02,1.472237672199e-02,1.096545952081e-01,7.448158492253e+00
5.604950495050e-02,1.474866668042e-02,1.097635468676e-01,7.442269138354e+00
5.614941494149e-02,1.477495663886e-02,1.098724409548e-01,7.436396846398e+00
5.624932493249e-02,1.480124659729e-02,1.099812776625e-01,7.430541538486e+00
5.634923492349e-02,1.482753655572e-02,1.100900571823e-01,7.424703137210e+00
5.644914491449e-02,1.485382651415e-02,1.101987797051e-01,7.418881565646e+00
5.654905490549e-02,1.488011647258e-02,1.103074454208e-01,7.413076747355e+00
5.664896489649e-02,1.490640643102e-02,1.104160545184e-01,7.407288606373e+00
5.674887488749e-02,1.493269638945e-02,1.105246071860e-01,7.401517067213e+00
5.684878487849e-02,1.495898634788e-02,1.106331036108e-01,7.395762054857e+00
5.694869486949e-02,1.498527630631e-02,1.107415439790e-01,7.390023494755e+00
5.704860486049e-02,1.501156626474e-02,1.108499284762e-01,7.384301312820e+00
5.714851485149e-02,1.503785622318e-02,1.109582572869e-01,7.378595435423e+00
5.724842484248e-02,1.506414618161e-02,1.110665305947e-01,7.372905789395e+00
5.734833483348e-02,1.509043614004e-02,1.111747485824e-01,7.367232302014e+00
5.744824482448e-02,1.511672609847e-02,1.112829114320e-01,7.361574901011e+00
5.754815481548e-02,1.514301605691e-02,1.113910193245e-01,7.355933514559e+00
5.764806480648e-02,1.516930601534e-02,1.114990724402e-01,7.350308071276e+00
5.774797479748e-02,1.519559597377e-02,1.116070709584e-01,7.344698500216e+00
5.784788478848e-02,1.522188593220e-02,1.117150150578e-01,7.339104730869e+00
5.794779477948e-02,1.524817589063e-02,1.118229049159e-01,7.333526693154e+00
5.804770477048e-02,1.527446584907e-02,1.119307407096e-01,7.327964317422e+00
5.814761476148e-02,1.530075580750e-02,1.120385226151e-01,7.322417534446e+00
5.824752475248e-02,1.532704576593e-02,1.121462508075e-01,7.316886275420e+00
5.834743474347e-02,1.535333572436e-02,1.122539254612e-01,7.311370471959e+00
5.844734473447e-02,1.537962568279e-02,1.123615467498e-01,7.305870056091e+00
5.854725472547e-02,1.540591564123e-02,1.124691148462e-01,7.300384960254e+00
5.864716471647e-02,1.543220559966e-02,1.125766299222e-01,7.294915117299e+00
5.874707470747e-02,1.545849555809e-02,1.126840921492e-01,7.289460460478e+00
5.884698469847e-02,1.548478551652e-02,1.127915016975e-01,7.284020923448e+00
5.894689468947e-02,1.551107547495e-02,1.128988587367e-01,7.278596440264e+00
5.904680468047e-02,1.553736543339e-02,1.130061634357e-01,7.273186945378e+00
5.914671467147e-02,1.556365539182e-02,1.131134159625e-01,7.267792373633e+00
